TMDb ID,Title,Year,Rating,Popularity,Overview,Deep Tags,Poster URL
122,The Lord of the Rings: The Return of the King,2003,8.49,19.8328,"As armies mass for a final battle that will decide the fate of the world--and powerful, ancient forces of Light and Dark compete to determine the outcome--one member of the Fellowship of the Ring is revealed as the noble heir to the throne of the Kings of Men. Yet, the sole hope for triumph over evil lies with a brave hobbit, Frodo, who, accompanied by his loyal friend Sam and the hideous, wretched Gollum, ventures deep into the very dark heart of Mordor on his seemingly impossible quest to destroy the Ring of Power.​","Existential Burden, Triumph of the Ordinary, Corrosive Nature of Power, Interdependence and Sacrifice, Hope in the Face of Despair, Enduring Loyalty",https://image.tmdb.org/t/p/w500/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg
680,Pulp Fiction,1994,8.488,16.8004,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","Moral Relativism, Existential Absurdity, Contingency of Violence, Redemption Through Grace, The Banality of Evil, Meta-Narrative Consciousness",https://image.tmdb.org/t/p/w500/vQWk5YBFWF4bZaofAbv0tShwBvQ.jpg
372058,Your Name.,2016,8.479,20.6158,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.","Existential Interconnectedness, Ephemeral Memory, Transcendence of Time, The Weight of Obligation, Romantic Idealism, Shinto Animism",https://image.tmdb.org/t/p/w500/q719jXXEzOoYaps6babgKnONONX.jpg
13,Forrest Gump,1994,8.463,16.5968,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","Existential Serendipity, Unassuming Wisdom, The Elusive Ideal, Love as Destiny, Innocence vs. Experience, The American Paradox",https://image.tmdb.org/t/p/w500/saHP97rTPS5eLmrLQEcANmKrsFl.jpg
429,"The Good, the Bad and the Ugly",1966,8.463,9.3544,"While the Civil War rages on between the Union and the Confederacy, three men – a quiet loner, a ruthless hitman, and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.","Existential Absurdity, The Deconstruction of Heroism, Moral Relativism in Chaos, The Futility of Greed, The Wilderness as Crucible, Black Humor as Catharsis",https://image.tmdb.org/t/p/w500/bX2xnavhMYjWDoZp1VM6VnU1xwe.jpg
157336,Interstellar,2014,8.462,35.3854,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,"Existential Solitude, Generational Sacrifice, Temporal Paradox, The Burden of Knowledge, Love as a Fundamental Force, Ecological Guilt",https://image.tmdb.org/t/p/w500/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg
769,GoodFellas,1990,8.453,13.6803,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.","Moral Decay, The Allure of Power, Fragility of Loyalty, American Dream Corruption, Existential Void, Consequences of Greed",https://image.tmdb.org/t/p/w500/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg
346,Seven Samurai,1954,8.5,7.3062,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food.","Existential Duty, The Weight of Honor, Precariousness of Existence, Class Conflict as Tragedy, The Illusion of Control, Collective Resilience",https://image.tmdb.org/t/p/w500/lOMGc8bnSwQhS4XyE1S99uH8NXf.jpg
12477,Grave of the Fireflies,1988,8.4,0.0086,"In the final months of World War II, 14-year-old Seita and his sister Setsuko are orphaned when their mother is killed during an air raid in Kobe, Japan. After a falling out with their aunt, they move into an abandoned bomb shelter. With no surviving relatives and their emergency rations depleted, Seita and Setsuko struggle to survive.","Existential Despair, Fragility of Innocence, Societal Collapse, The Ethics of Survival, The Trauma of Loss, Failed Transcendence",https://image.tmdb.org/t/p/w500/k9tv1rXZbOhH7eiCk378x61kNQ1.jpg
637,Life Is Beautiful,1997,8.44,9.7103,A touching story of an Italian book seller of Jewish ancestry who lives in his own little fairy tale. His creative and happy life would come to an abrupt halt when his entire family is deported to a concentration camp during World War II. While locked up he tries to convince his son that the whole thing is just a game.,"Existential Absurdity, Resilience of the Human Spirit, The Power of Imagination, Love as Resistance, Innocence in the Face of Atrocity, The Fragility of Joy",https://image.tmdb.org/t/p/w500/mfnkSeeVOBVheuyn2lo4tfmOPQb.jpg
550,Fight Club,1999,8.438,17.3092,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.","Existential Nihilism, Fragility of Identity, Consumerist Critique, Cathartic Violence, Hypermasculinity, Anti-Establishmentarianism",https://image.tmdb.org/t/p/w500/pB8BM7pdSp6B6Ih7QZ4DrQ3PmJK.jpg
667257,Impossible Things,2021,8.436,5.6502,"After the death of her abusive husband, Matilde finds her new best friend in Miguel, her young, insecure, and disoriented neighbor.","Liberation through Connection, Reclaiming Agency, The Absurdity of Societal Norms, Found Family, Navigating Grief and Identity, Vulnerability as Strength",https://image.tmdb.org/t/p/w500/t2Ew8NZ8Ci2kqmoecZUNQUFDJnQ.jpg
14537,Harakiri,1962,8.435,4.5385,"Down-on-his-luck veteran Tsugumo Hanshirō enters the courtyard of the prosperous House of Iyi. Unemployed, and with no family, he hopes to find a place to commit seppuku—and a worthy second to deliver the coup de grâce in his suicide ritual. The senior counselor for the Iyi clan questions the ronin’s resolve and integrity, suspecting Hanshirō of seeking charity rather than an honorable end. What follows is a pair of interlocking stories which lay bare the difference between honor and respect, and promises to examine the legendary foundations of the Samurai code.","Existential Despair, Institutionalized Cruelty, Deconstruction of Honor, Nihilistic Stoicism, Tragic Unmasking",https://image.tmdb.org/t/p/w500/3nPwMd3KviJWaHzG9fZCqlwWMas.jpg
11216,Cinema Paradiso,1988,8.431,4.4971,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.","Irretrievable Past, Forced Severance, Sacrificial Vocation, Communal Catharsis, Existential Reckoning, Deferred Gratification",https://image.tmdb.org/t/p/w500/gCI2AeMV4IHSewhJkzsur5MEp6R.jpg
598,City of God,2002,8.428,6.3519,"In the poverty-stricken favelas of Rio de Janeiro in the 1970s, two young men choose different paths. Rocket is a budding photographer who documents the increasing drug-related violence of his neighborhood, while José “Zé” Pequeno is an ambitious drug dealer diving into a dangerous life of crime.","Deterministic Fatalism, Accelerated Loss of Innocence, Sociopathic Ascent, Pervasive Existential Terror, Hyper-realistic Trauma, Entropic Moral Collapse",https://image.tmdb.org/t/p/w500/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg
120,The Lord of the Rings: The Fellowship of the Ring,2001,8.425,21.2586,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","The Burden of Inheritance, Vicarious Trauma, The Corrupting Nature of Power, Collective Responsibility, Sacrificial Altruism, Primordial Fear",https://image.tmdb.org/t/p/w500/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg
40096,A Dog's Will,2000,8.421,1.5572,"The lively João Grilo and the sly Chicó are poor guys living in the hinterland who cheat a bunch of people in a small town in Northeastern Brazil. When they die, they have to be judged by Christ, the Devil and the Virgin Mary before they are admitted to paradise.","Picaresque Survival, Absurdist Theology, Moral Relativism, Social Critique, Humble Redemption, Folkloric Syncretism",https://image.tmdb.org/t/p/w500/ctfNJw6gofTjQvhOZeH8QKt0O2x.jpg
539,Psycho,1960,8.421,8.8429,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.","Repression and Dissociation, Maternal Tyranny, Voyeuristic Anxiety, Psychosexual Fragmentation, Inescapable Guilt, The Mask of Normalcy",https://image.tmdb.org/t/p/w500/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg
510,One Flew Over the Cuckoo's Nest,1975,8.4,10.5717,"A petty criminal fakes insanity to serve his sentence in a mental ward rather than prison. He soon finds himself as a leader to the other patients—and an enemy to the cruel, domineering nurse who runs the ward.","Engineered Subservience, Emasculation Anxiety, Institutional Dehumanization, Contested Reality, Authoritarian Sadism, Somatic Revolt",https://image.tmdb.org/t/p/w500/kjWsMh72V6d8KRLV4EOoSJLT1H7.jpg
121,The Lord of the Rings: The Two Towers,2002,8.411,15.9756,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","Corrosive Obsession, Psychic Schism, Desperate Resilience, Burden of Prophecy, Moral Exhaustion, Existential War-Weariness",https://image.tmdb.org/t/p/w500/5VTN0pR8gcqV3EPUHHfMGnJYN9L.jpg
696374,Gabriel's Inferno,2020,8.403,1.867,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.","Psychological Imprisonment, Taboo Seduction, Atonement Narrative, Haunting Remorse, Obsessive Attachment, Dantean Allegory",https://image.tmdb.org/t/p/w500/oyG9TL7FcRP4EZ9Vid6uKzwdndz.jpg
255709,Hope,2013,8.4,2.5902,"After 8-year-old So-won narrowly survives a brutal sexual assault, her family labors to help her heal while coping with their own rage and grief.","Post-Traumatic Resilience, Vicarious Trauma, Relational Reconstruction, Emotional Regression, Conditional Optimism, Societal Fragility",https://image.tmdb.org/t/p/w500/x9yjkm9gIz5qI5fJMUTfBnWiB2o.jpg
311,Once Upon a Time in America,1984,8.398,7.2676,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","Memory Distortion, Pervasive Guilt, Temporal Dislocation, Traumatic Betrayal, Melancholic Regression, Corrupted Innocence",https://image.tmdb.org/t/p/w500/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg
324857,Spider-Man: Into the Spider-Verse,2018,8.396,13.6022,"Struggling to find his place in the world while juggling school and family, Brooklyn teenager Miles Morales is unexpectedly bitten by a radioactive spider and develops unfathomable powers just like the one and only Spider-Man. While wrestling with the implications of his new abilities, Miles discovers a super collider created by the madman Wilson ""Kingpin"" Fisk, causing others from across the Spider-Verse to be inadvertently transported to his dimension.","Identity Fragmentation, Adolescent Burden, Inherited Trauma, Existential Leap, Stylized Disorientation, Shattered Archetypes",https://image.tmdb.org/t/p/w500/iiZZdoQBEYBv6id8su7ImL0oCbD.jpg
1891,The Empire Strikes Back,1980,8.394,6.8329,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.","Crushing Disillusionment, Oedipal Confrontation, Confrontation with the Shadow, Emotional Despair, Moral Ambiguity, The Mentor's Burden",https://image.tmdb.org/t/p/w500/nNAeTmF4CtdSgMDplXTDPOpYzsX.jpg
4935,Howl's Moving Castle,2004,8.4,10.6937,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.","Psychosomatic Transformation, Emotional Evasion, Cursed Identity, Anti-Militaristic Anxiety, Redemptive Caregiving, Displaced Trauma",https://image.tmdb.org/t/p/w500/13kOl2v0nD2OLbVSHnHk8GUFEhO.jpg
378064,A Silent Voice: The Movie,2016,8.386,7.175,"Shouya Ishida starts bullying the new girl in class, Shouko Nishimiya, because she is deaf. But as the teasing continues, the rest of the class starts to turn on Shouya for his lack of compassion. When they leave elementary school, Shouko and Shouya do not speak to each other again... until an older, wiser Shouya, tormented by his past behaviour, decides he must see Shouko once more. He wants to atone for his sins, but is it already too late...?","Self-Recrimination, Chronic Shame, Atonement Drive, Intersubjective Failure, Social Ostracization, Redemptive Anxiety",https://image.tmdb.org/t/p/w500/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg
423,The Pianist,2002,8.38,7.4856,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.","Pervasive Trauma, Radical Solitude, Existential Abjection, The Art of Resilience, Nihilistic Cruelty, Moral Ambiguity",https://image.tmdb.org/t/p/w500/2hFvxCCWrTmCYwfy7yum0GKRi3Y.jpg
807,Se7en,1995,8.377,13.6905,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Somerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","Nihilistic Prophecy, Psychological Erosion, Urban Despair, Systemic Apathy, Moral Vigilantism, Existential Dread",https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg
244786,Whiplash,2014,8.375,26.5201,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.","Sacrificial Perfectionism, Sadistic Pedagogy, Obsessive Drive, Psychological Mutilation, Trauma Bonding, Cathartic Intensity",https://image.tmdb.org/t/p/w500/7fn624j5lj3xTme2SgiLCeuedmO.jpg
27205,Inception,2010,8.37,23.0048,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Trauma and Grief Processing, The Nature of Reality, Subconscious Projection, Paternal Guilt and Redemption, Liminal Space, Existential Yearning",https://image.tmdb.org/t/p/w500/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg
724089,Gabriel's Inferno: Part II,2020,8.369,0.9906,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?","Tardive Epiphany, Redemptive Pursuit, Emotional Severance, Repressed Memory, Relational Reparation, Internalized Turmoil",https://image.tmdb.org/t/p/w500/x5o8cLZfEXMoZczTYWLrUo1P7UJ.jpg
770156,Lucy Shimmers and the Prince of Peace,2020,8.366,8.0904,Second chances start when a hardened criminal crosses paths with a precocious little girl who is helped by an angel to change hearts during the holiday season.,"Redemption Through Innocence, Theodicy of Suffering, Divine Intervention vs. Free Will, Unlikely Grace, Healing Through Connection, Manifestations of Faith",https://image.tmdb.org/t/p/w500/yfnJ5qIYx7q33fY4jqv9Pu95RSg.jpg
1058694,Radical,2023,8.361,4.394,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries an unorthodox new method to break through his students’ apathy and unlock their curiosity, their potential... and perhaps even their genius.","Unleashing Potential, Systemic Inertia, Radical Pedagogy, Existential Awakening, Resilience of the Human Spirit, Confined Brilliance",https://image.tmdb.org/t/p/w500/lOAJYpX608aT0ApIv63ZTnol27Y.jpg
761053,Gabriel's Inferno: Part III,2020,8.361,3.2849,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,"Redemption Through Love, Forgiveness and Self-Acceptance, Reconciling Past Trauma, The Transformative Power of Vulnerability, Overcoming Shame, Intellectual and Spiritual Intimacy",https://image.tmdb.org/t/p/w500/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg
12493,High and Low,1963,8.3,3.5687,A Yokohama shoe executive faces a wrenching choice when kidnappers mistakenly seize his chauffeur’s son but demand the ransom anyway.,"Moral Calculus, Class Divide, Existential Responsibility, Deceptive Appearances, The Weight of Wealth, Urban Decay",https://image.tmdb.org/t/p/w500/tgNjemQPG96uIezpiUiXFcer5ga.jpg
567,Rear Window,1954,8.348,5.4904,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,"Existential Isolation, Voyeuristic Anxiety, Fragility of Perception, Moral Ambiguity, Confronting Mortality, The Burden of Witnessing",https://image.tmdb.org/t/p/w500/ILVF0eJxHMddjxeQhswFtpMtqx.jpg
274,The Silence of the Lambs,1991,8.347,2.9337,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.","Predator and Prey, The Gaze, Societal Deconstruction, The Corruption of Innocence, Self-Mastery vs. Madness, Psychological Duality",https://image.tmdb.org/t/p/w500/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg
569094,Spider-Man: Across the Spider-Verse,2023,8.3,16.0322,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.","Existential Isolation, The Burden of Choice, Individuality vs. Conformity, Destructive Determinism, Found Family, Rebellion Against Fate",https://image.tmdb.org/t/p/w500/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg
73,American History X,1998,8.332,7.137,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.","Redemption Through Atonement, Cycle of Violence, Destructive Ideology, The Banality of Evil, Self-inflicted Wounds, Fragility of Brotherhood",https://image.tmdb.org/t/p/w500/x2drgoXYZ8484lqyDj7L1CEVR4T.jpg
128,Princess Mononoke,1997,8.326,9.9193,"Ashitaka, a prince of the disappearing Emishi people, is cursed by a demonized boar god and must journey to the west to find a cure. Along the way, he encounters San, a young human woman fighting to protect the forest, and Lady Eboshi, who is trying to destroy it. Ashitaka must find a way to bring balance to this conflict.","Ecological Interdependence, Technological Hubris, Reconciliation Through Understanding, The Duality of Nature, Moral Ambiguity, Existential Responsibility",https://image.tmdb.org/t/p/w500/cMYCDADoLKLbB83g4WnJegaZimC.jpg
105,Back to the Future,1985,8.323,14.8433,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.","Existential Contingency, Generational Identity, Temporal Paradox, Nostalgic Idealism, Self-Actualization, The Burden of Knowledge",https://image.tmdb.org/t/p/w500/vN5B5WgYscRGcQpVhHl6p9DDTP0.jpg
620249,The Legend of Hei,2019,8.321,8.0787,"When cat spirit Luo Xiaohei's home is deforested by humans, he must find a new one. He runs into a group of other spirit creatures who take him under their wing with dreams of reconquering the land they say is rightfully theirs. However, they run into a human known as Wuxian who separates Luo Xiaohei from the other spirits and the two go on a journey, with the cat spirit learning to control his abilities as well as forming his own thoughts on whether or not he should ally with the spirits or the humans.","Environmental Guilt, Symbiotic Potential, Reconciling Duality, The Cost of Progress, Nature vs. Nurture, Finding Home",https://image.tmdb.org/t/p/w500/4jfbKKLpqts3i2h2obkrONcjTg1.jpg
1184918,The Wild Robot,2024,8.318,22.5109,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.","Technological Existentialism, Nature vs. Nurture, Found Family, The Ethics of Artificial Intelligence, Environmental Stewardship, Resilience and Adaptation",https://image.tmdb.org/t/p/w500/wTnV3PCVW5O92JMrFvvrRcV39RU.jpg
820067,The Quintessential Quintuplets Movie,2022,8.3,2.8085,"When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?","Nostalgic Ephemerality, Existential Choice, The Burden of Potential, Melancholy of Graduation, Evolving Bonds, Subjectivity of Love",https://image.tmdb.org/t/p/w500/sg7klpt1xwK1IJirBI9EHaqQwJ5.jpg
3782,Ikiru,1952,8.3,4.1982,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.","Existential Awakening, Bureaucratic Absurdity, Confronting Mortality, Meaning-Making in Mundanity, The Legacy of Action, Redemptive Purpose",https://image.tmdb.org/t/p/w500/dgNTS4EQDDVfkzJI5msKuHu2Ei3.jpg
372754,Dou kyu sei – Classmates,2016,8.303,2.3026,"Rihito Sajo, an honor student with a perfect score on the entrance exam and Hikaru Kusakabe, in a band and popular among girls, would have never crossed paths. Until one day they started talking at the practice for their school’s upcoming chorus festival. After school, the two meet regularly, as Hikaru helps Rihito to improve his singing skills. While they listen to each other’s voice and harmonize, their hearts start to beat together.","Intimacy of Inexperience, Blossoming Self-Discovery, Vulnerability of Performance, Ephemeral Connection, Queer Awakening, Melancholy of Youth",https://image.tmdb.org/t/p/w500/cIfRCA5wEvj9tApca4UDUagQEiM.jpg
10494,Perfect Blue,1998,8.3,6.4625,"Rising pop star Mima quits singing to pursue a career as an actress. After she takes up a role on a popular detective show, her handlers and collaborators begin turning up murdered. Harboring feelings of guilt and haunted by visions of her former self, Mima's reality and fantasy meld into a frenzied paranoia.","Fractured Identity, Perils of Parasociality, Digital Doppelganger, Existential Anxiety, Loss of Innocence, Subjective Reality",https://image.tmdb.org/t/p/w500/6WTiOCfDPP8XV4jqfloiVWf7KHq.jpg
207,Dead Poets Society,1989,8.301,9.2907,"At an elite, old-fashioned boarding school in New England, a passionate English teacher inspires his students to rebel against convention and seize the potential of every day, courting the disdain of the stern headmaster.","Institutional Repression, Existential Affirmation, Tragic Idealism, Authenticity Crisis, Intellectual Rebellion, Transformative Pedagogy",https://image.tmdb.org/t/p/w500/erzbMlcNHOdx24AXOcn2ZKA7R1q.jpg
